name,description,website
Sumeria,None,https://www.sumeria.ai
Rebuss,"REBUSS es una empresa con 17 años de historia. Somos proveedores de todos los grandes actores del retail en Chile y estamos extendiendo nuestro mercado hacia Perú, Argentina y Estados Unidos.Nuestro servicio principal consiste en realización de inventarios físicos de mercaderías, y para ello requerimos de varias herramientas tecnológicas (software y hardware).Todo el software que actualmente utilizamos para realizar inventarios es de desarrollo interno y ha sido muy bien evaluado tanto por nuestros clientes como por otros actores de la industria.",http://rebuss.cl
Trapi,"Trapi es una software de suministro de frutas y verduras de primera categoría a precio justo, para empresas y clientes finales que actualmente tiene presencia en todas (de verdad todas) las comunas de la Región Metropolitana en el radio urbano.Somos una startup que combina la 👩🏻‍💻 tecnología con el 🍋 campo para:Alimentar a CL y LATAM 🌎 con productos de calidad a precio justo, sin sobrepreciosGarantizar 0 merma de productos 🙅🏻‍♂️Reducir la cadena de suministro a 0 intermediarios 🚚Aportar al crecimiento de agricultores locales 👨🏻‍🌾Lo que la prensa dice de nosotros:Las Últimas Noticias: Acá solo hay productos de primera selecciónAmerica Retail: El “Amazon” de frutas y verduras alista su expansión a regionesRadio Agricultura: El “Amazon” de frutas y verduras alista su expansión a regiones y proyecta ventas por más de USD600 mil para 2021",https://www.trapi.io/
EMURGO,"EMURGO is a global blockchain technology company providing solutions for developers, startups, enterprises, and governments. EMURGO develops enterprise-grade applications, builds developer tools, invests in startups, and provides blockchain education. EMURGO has offices and manages projects in Singapore, Japan, the USA, India, and Indonesia. EMURGO is also one of the founding entities behind Cardano blockchain, a globally recognized top ten blockchain platform. Cardano is differentiated from other blockchains for its scientific philosophy and peer-reviewed research to solve industry issues in scalability, interoperability, sustainability, proof-of-stake, and smart contract security. EMURGO is a founding entity of Cardano and supports the Cardano ecosystem through:Creation of technical proposals for systems upgradesHardware wallets integrationsProvision of technical support to third party companiesOnboarding of enterprises and organizations to increase ADA liquidity",https://www.emurgo.io
GoCloud,"Go Cloud es una empresa dedicada al desarrollo de sistemas con el componente de Inteligencia Artificial, te ofrecemos trabajar en una empresa que está cambiando la industria de Telecomunicaciones. Actualmente contamos con 6 plataformas (SMS, EMAIL, SPEECH ANALYTICS, ASISTENTES VIRTUALES, WHATSAPP y CHATBOTS), trabajamos bajo un holding de más de 5 empresas hermanas ubicadas en diferentes partes de Santiago, junto a un equipo multidisciplinario y multicultural dedicados a crear experiencias de usuarios.Trabajamos, semi presencial o presencial (eso lo decides tú), creamos y mantenemos productos que potencian la omnicanalidad como herramienta para mejorar los servicios ofrecidos por las empresas. Trabajamos con clientes de Chile, Colombia y Costa Rica, pero esperamos llegar a toda Latinoamérica en el mediano plazo.",https://gocloud.ai
Salvala App,"Salvala es una startup que busca combatir el desperdicio de alimentos, conectando comercios con usuarios finales.Tras etapas de diseño y planificación, y con el apoyo de Corfo estamos terminando nuestro prototipo y saltar al mercado! Buscamos a un practicante de Ingeniería para que se una al equipo desde el inicio, y pueda aprender cómo se hace una app por ejemplo.",http://www.salvala.app
Agencia DMP,None,www.dmp.cl
Smart Payments SpA,None,www.smartpayments.cl
TCG,En TCG® buscamos empoderar 💪💪💪 a las empresas de consumo masivo amenazadas ante la disrupción tecnológica 📱✔ Actualmente ofrecemos una plataforma web junto con una App Móvil que ofrecen 🖥✅ Business intelligence✅ Modelos predictivos✅ Optimización para las problemáticas más complejas del retail✔ Buscamos desarrolladores orientados a nuestros clientes 🙎‍♂️🙍‍♀️🔘 Que estén pensando constantemente cómo mejorar el negocio🔘 Qué vean cómo innovar y ayudar al retail ante la disrupción tecnológica🔘 Que siempre puedan aportar con nuevas ideasVisítanos en www.tcglatam.com,https://tcglatam.com/
TimePoints,None,http://www.timepoints.cl
Poliglota,None,http://www.poliglota.org
Figgu,None,www.http://figgu.com/
OpenPhone,"OpenPhone is looking to add to our small and passionate team of engineers who are building a state of an art communication platform over an already existing and popular protocol, telephony.For over a decade, business phones have stagnated in functionality and user experience while the rest of the software ecosystem evolved fast. Often these solutions are built around a legacy view of how the phone works or how people communicate.OpenPhone is taking advantage of this unique opportunity to bring the business phone out of the stone age and redefine what it does with a fresh perspective. What we build will set the bar for years to come. We are a well-funded company by investors who invest in companies that are an inevitable part of the future. You can read more about that here.If you’re looking to work at a disruptive company and build features that directly impact thousands of customers, welcome to OpenPhone.",https://openphone.co
Sunai,"Sunai es una start-up chilena que se enfoca en la optimización y operación de plantas solares, esto lo logramos a través de un portal web.En Sunai somos un grupo pequeño, joven y simpático, apasionados con la energía solar y el desarrollo de nuestras carreras.La misión de SunAI es acelerar la transición de la matriz energética chilena a una 100% renovable. Para lograr el objetivo, nos enfocamos tanto en nuevos proyectos como en la optimización de los ya existentes.Combinando la predicción y acción on-time, logrando disminuir el tiempo de retorno de inversión de las plantas solares.",http://www.sunai.cl
Evertec,"Ofrecemos soluciones tecnológicas críticas que le permiten a nuestros clientes emitir, procesar y aceptar transacciones de manera segura. Brindamos estas soluciones completas a través de numerosos canales y mercados geográficos.Somos Evertec y valoramos la diversidad de pensamientos, ideas, opiniones, innovación y sobre todo, creemos que cada perspectiva es un elemento integral para ser líder en la industria.¡Sé parte de nosotros!",http://www.evertecinc.com
Modelab,"Modelab es una pequeña empresa de consultoría y desarrollo, con foco en sistemas de datos. Hoy en día estamos enfocados en productos que puedan hacer uso de gran cantidad de datos en tiempo real, lo que logramos mediante arquitecturas de streaming y artefactos desarrollados en Erlang/Elixir, Go y Python.",https://modelab.cl
forEach,"En forEach somos partners tecnológicos de empresas que buscan acelerar el impacto social y ambiental de sus organizaciones a través de plataformas y aplicaciones en la Nube. Creamosaplicaciones propias y damos soporte a las que ya tenemos insertas en el mercado.Actualmente y desde marzo estamos trabajando de forma remota debido a Covid-19.Nuestro Stack de tecnologías para desarrollo está principalmente basado en JavaScript,utilizando React y NodeJS.",https://www.foreach.cl
Dsac Chile,None,https://www.dsacchile.cl/
Celmedia,None,www.celmedia.cl
Escuela Esoterica Isis,None,https://escuelaesotericaisis.com/es
Penji,"OUR STORYAfter experiencing first hand how expensive and time consuming graphic design was for small businesses and startups, our founders created Penji. Our goal was to make quality graphic design fast, simple, and affordable for everyone. The way it should be.Today Penji’s unlimited graphic design platform supports thousands of brands and agencies worldwide including known brands such as Rebook, Pepboys, 1800-Flowers, and Express. And at the same time remain true to our values and support our community.We’re also a Community driven startupWe believe a company should do more than just generate profits. At our core, we’re fun loving individuals building a supportive company that cares for one another and also care for those in our community. And we want you to be proud that you’ve chosen a good company to work with.",http://PENJI.CO
AE Online Solutions,"AE Online Solutions, es una agencia Digital especializada en el diseño, creación, estrategia y desarrollo de soluciones web e Intranets corporativas. AE lleva varios años desarrollando proyectos de alto impacto en el mercado americano. De la misma manera, desarrollamos ideas creativas y diseños de alto impacto que ayudarán a posicionar tu identidad y marca en la mente del consumidor.",http://aeonlinesolutions.com/
Pámela,None,https://www.linkedin.com/in/p%C3%A1mela-guerrero-flores/
SourceLabs,"SourceLabs es una empresa de software basada en Santiago de Chile. Estamos trabajando con un partner norteamericano para diseñar e implementar una plataforma web moderna basada en Django y ReactJs, para lo cual necesitamos un desarrollador senior con conocimientos en ambas plataformas.El dominio del inglés muy importante. Debes contar con habilidades para leer, escribir y comunicarte correctamente.",http://www.sourcelabs.cl
Colectivo23,"Desde los últimos meses Colectivo23 viene sosteniendo un crecimiento orgánico importante, poniendo siempre por delante al usuario o a la experiencia de aprendizaje y así asegurando una fidelidad entre nuestros pasajerxs. De cara al futuro, queremos incorporar a una persona al equipo como Growth Lead (por alguna razón suena mejor en inglés) quien lidere la estrategia de crecimiento de Colectivo23, desde un lado creativo y no-convencional, y que trabaje de la mano con el equipo de producto para formar la siguiente generación de talento en Latinoamérica. ",http://www.colectivo23.com
